masterid,year,northings,eastings,month1,year1,month2,year2,Deaths,Healthyfrogs,redspots.haemorrhaging,ulcers,limbbreakdown,Toads in pond,Newts in pond,Fish in pond,Other dead animals,No of other dead,Blobs of spawn,Sq feet of spawn,Urban(1)/Rural(0),Pond 1 length (m),Pond 1 width (m),Pond 1 depth (m),Pond 2 length (m),Pond 2 width (m),Pond 2 depth (m),Fishcare,slugpellets,Herbicide,Notes.1,Notes.2,Notes.3,Follow up report_Comments
1795,1995,52.232,-2.742,5,1995,NA,1995,4,50,F,F,F,No,No,No,NA,NA,8,2,0,1.8,1.2,0.75,NA,NA,NA,No,No,No,, ,,
1796,1995,50.904,-1.024,8,1995,NA,1995,4,15,F,F,F,Yes,No,Yes,NA,NA,5,NA,0,3,1.8,1.2,NA,NA,NA,No,No,No,, ,,
1797,1995,51.431,-0.35,4,1995,NA,1995,1,5,F,F,F,Yes,No,No,NA,NA,4,NA,1,0.6,0.6,0.6,NA,NA,NA,No,No,No,, ,,
1798,1995,51.93,1.243,4,1995,NA,1995,1,30,F,F,F,No,No,Yes,NA,NA,10,NA,1,1.8,0.9,0.45,NA,NA,NA,No,Yes,Yes,, ,,
1799,1995,51.321,-0.229,8,1995,NA,1995,30,70,F,F,F,No,Yes,Yes,NA,NA,25,NA,1,3.6,3.3,0.6,NA,NA,NA,No,No,No,, ,,
1800,1995,51.017,-0.332,4,1995,NA,1995,1,15,T,F,F,No,Yes,No,NA,NA,8,NA,0,1.2,0.6,0.6,NA,NA,NA,No,No,No,, ,,
1801,1995,53.899,-0.963,4,1995,NA,1995,1,5,F,F,F,No,No,Yes,NA,NA,2,NA,0,1.5,0.9,0.75,NA,NA,NA,No,No,Yes,Had no spawn in 94, ,,
1802,1995,50.785,-1.15,6,1995,NA,1995,8,5,F,F,T,No,No,Yes,NA,NA,18,NA,1,3.6,2.4,0.9,3.6,2.4,1,No,Yes,No,, ,,
1803,1995,51.548,-0.468,9,1995,NA,1995,1,5,F,F,F,No,Yes,Yes,NA,NA,NA,NA,1,4.5,1,0.75,NA,NA,NA,No,No,Yes,, ,,
1804,1995,52.043,1.175,5,1995,NA,1995,3,5,F,F,F,No,Yes,No,Newt,>30,5,NA,1,3,1.8,0.75,NA,NA,NA,No,No,No,, ,,
1805,1995,50.861,-1.001,6,1995,NA,1995,8,NA,F,F,F,No,No,No,NA,NA,NA,NA,1,3,1.2,0.45,NA,NA,NA,No,No,No,Only lived here since April 1995, ,,
1806,1995,50.292,-4.946,6,1995,NA,1995,1,5,F,F,F,No,No,Yes,NA,NA,3,NA,0,1.2,0.9,0.45,NA,NA,NA,No,No,Yes,, ,,
1807,1995,50.829,-1.211,7,1995,NA,1995,14,30,F,F,F,No,No,No,NA,NA,NA,NA,1,0.45,0.3,0.3,NA,NA,NA,No,No,No,, ,,
1808,1995,51.453,-0.411,1,1995,2,1995,3,15,F,F,F,No,Yes,No,NA,NA,10,NA,1,2.7,1.8,0.9,NA,NA,NA,No,No,No,, ,,
1809,1995,50.855,0.254,1,1995,NA,1995,4,30,F,F,F,Yes,No,No,NA,NA,10,NA,1,0.9,0.9,0.75,NA,NA,NA,No,Yes,No,, ,,
1810,1995,50.891,-1.042,6,1995,NA,1995,5,101,T,F,T,Yes,Yes,Yes,NA,NA,10,NA,1,3.6,1.2,0.9,1.5,0.9,0.6,No,No,No,, ,,
1811,1995,51.387,-2.824,6,1995,NA,1995,3,30,F,F,F,Yes,Yes,No,NA,NA,60,NA,1,1.8,0.9,1.2,NA,NA,NA,No,Yes,No,, ,,
1812,1995,51.458,0.051,3,1995,NA,1995,5,30,T,F,F,Yes,Yes,Yes,NA,NA,10,NA,1,1.8,0.9,0.9,NA,NA,NA,No,No,No,, ,,
1813,1995,51.721,0.678,7,1995,NA,1995,20,5,F,F,F,No,No,Yes,NA,NA,10,NA,1,4.2,2.1,0.45,NA,NA,NA,No,No,No,, ,,
1814,1995,51.552,0.634,7,1995,NA,1995,25,50,F,F,F,No,Yes,Yes,NA,NA,5,NA,1,1.8,1.35,0.6,NA,NA,NA,No,No,Yes,, ,,
1815,1995,50.863,-1.213,5,1995,NA,1995,1,201,F,F,F,Yes,Yes,Yes,NA,NA,10,NA,1,1.8,1.5,0.45,NA,NA,NA,No,Yes,Yes,, ,,
1816,1995,51.236,0.501,5,1995,NA,1995,1,15,F,F,F,No,No,Yes,NA,NA,15,NA,0,3,1.8,0.75,NA,NA,NA,No,No,No,, ,,
1817,1995,51.074,1.116,8,1995,NA,1995,3,NA,F,F,F,No,No,Yes,NA,NA,NA,NA,0,1.5,0.9,1,NA,NA,NA,No,No,No,Only lived here since June 1995, ,,
1818,1995,51.385,-0.218,8,1995,9,1995,25,NA,F,F,F,Yes,No,Yes,NA,NA,NA,NA,1,0.9,0.6,0.6,NA,NA,NA,No,Yes,No,, ,,
1819,1995,51.142,0.898,4,1995,NA,1995,11,30,F,T,F,No,No,Yes,NA,NA,NA,2,1,3.6,2.4,0.6,NA,NA,NA,Yes,No,No,, ,,
1820,1995,51.372,-0.302,8,1995,NA,1995,50,101,F,T,T,Yes,Yes,Yes,NA,NA,20,NA,1,4.5,3.9,1.2,NA,NA,NA,No,No,No,, ,,
1821,1995,51.447,0.193,7,1995,NA,1995,3,30,F,T,F,Yes,Yes,Yes,NA,NA,10,NA,1,1.8,1.5,0.6,NA,NA,NA,Yes,No,No,, ,,
1822,1995,51.779,-0.307,7,1995,NA,1995,4,50,F,F,F,No,Yes,No,NA,NA,NA,NA,0,1.8,1.2,0.6,NA,NA,NA,No,No,No,, ,,
1823,1995,51.35,0.53,7,1995,NA,1995,1,70,F,F,F,Yes,No,No,NA,NA,5,NA,1,1.8,1.2,0.45,NA,NA,NA,No,No,No,, ,,
1824,1995,51.411,-0.287,8,1995,NA,1995,35,15,T,F,F,Yes,Yes,Yes,NA,NA,10,NA,1,2.4,1.8,0.9,NA,NA,NA,No,Yes,No,, ,,
1825,1995,51.299,0.473,4,1995,NA,1995,1,5,F,F,F,No,No,No,NA,NA,9,NA,1,0.9,0.9,0.25,NA,NA,NA,No,Yes,Yes,, ,,
1826,1995,51.076,1.026,9,1995,NA,1995,20,30,T,F,F,No,No,Yes,NA,NA,2,NA,0,3.6,1.5,0.6,NA,NA,NA,No,No,No,, ,,
1827,1995,51.211,0.305,8,1995,NA,1995,12,30,F,F,F,No,No,Yes,NA,NA,10,NA,0,3.6,2.4,0.9,NA,NA,NA,No,No,No,, ,,
1828,1995,51.145,0.895,6,1995,NA,1995,12,70,F,F,F,No,Yes,Yes,Bird,1,20,NA,1,1.8,1.8,0.9,NA,NA,NA,Yes,No,No,, ,,
1829,1995,51.14,0.892,7,1995,NA,1995,13,101,F,F,F,No,No,Yes,NA,NA,40,NA,1,2.4,2.4,1.5,NA,NA,NA,Yes,No,No,Pond relined 0.5ya, ,,
1830,1995,53.687,-2.567,7,1995,NA,1995,101,142,T,F,F,Yes,No,Yes,NA,NA,5,NA,0,4.8,1.65,0.9,NA,NA,NA,No,No,No,, ,,
1831,1995,51.764,-0.325,7,1995,NA,1995,20,50,F,F,F,No,Yes,Yes,NA,NA,35,NA,1,3.9,2.4,0.45,3.3,1.5,0.9,No,No,No,"Also has a large, 3rd pond (youngest - 3yrs old)", ,,
1832,1995,51.558,0.602,7,1995,NA,1995,35,30,F,F,F,No,No,No,NA,NA,3,NA,1,1.2,0.6,0.6,NA,NA,NA,No,Yes,No,, ,,
1833,1995,50.848,-1.051,8,1995,NA,1995,8,70,F,T,F,No,No,Yes,NA,NA,20,NA,1,3.6,2.7,0.9,NA,NA,NA,No,Yes,No,, ,,
1834,1995,51.52,0.43,7,1995,NA,1995,30,100,F,F,F,Yes,No,No,NA,NA,10,NA,1,2.1,1.2,0.75,NA,NA,NA,No,No,No,, ,,
1835,1995,50.839,-0.406,5,1995,NA,1995,4,30,F,F,T,No,Yes,Yes,Newt,1,30,NA,1,3.6,1.5,1.2,NA,NA,NA,No,No,No,Vet destroyed one bloated newt for her. 30 newts still fine, ,,
1836,1995,54.53,-1.297,1,1995,NA,1995,15,5,F,F,F,No,No,No,Mouse,1,4,NA,1,1.8,1,0.75,NA,NA,NA,No,No,No,, ,,
1837,1995,51.144,0.894,7,1995,NA,1995,45,5,F,F,F,No,No,Yes,NA,NA,10,NA,1,3,1,0.75,1.8,1.8,0.9,No,Yes,Yes,, ,,
1838,1995,51.362,0.306,10,1995,NA,1995,1,50,F,F,F,No,Yes,Yes,NA,NA,3,NA,0,2.4,1.2,0.9,NA,NA,NA,No,No,No,, ,,
1839,1995,51.145,0.905,7,1995,NA,1995,12,70,F,F,F,No,Yes,Yes,Bird,1,20,NA,1,6,2.4,0.9,NA,NA,NA,No,No,No,, ,,
1840,1995,51.144,0.897,8,1995,NA,1995,5,NA,F,T,F,No,No,No,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,No,Yes,No,, ,,
1841,1995,50.835,-0.275,9,1995,NA,1995,9,30,F,F,F,Yes,No,Yes,NA,NA,10,NA,1,3,3,0.45,NA,NA,NA,No,No,No,, ,,
1842,1995,51.481,0.128,6,1995,NA,1995,20,50,F,F,F,No,No,Yes,NA,NA,10,NA,1,2.1,1.5,0.9,2.4,1.8,0.75,Yes,No,No,Fish in pond 2 only, ,,
1843,1995,50.899,-1.008,8,1995,NA,1995,10,15,F,F,F,No,No,Yes,NA,NA,NA,NA,1,1.35,1.2,0.6,NA,NA,NA,No,No,No,, ,,
1844,1995,52.434,-1.926,1,1995,NA,1995,12,30,T,F,F,No,No,No,NA,NA,NA,NA,1,2.4,1.8,0.75,NA,NA,NA,No,Yes,No,No spawn yet - new pond, ,,
1845,1995,51.344,-0.101,8,1995,NA,1995,4,15,F,F,F,No,No,Yes,NA,NA,3,NA,1,6.3,4.5,0.9,NA,NA,NA,No,No,No,, ,,
1846,1995,51.359,-0.332,7,1995,NA,1995,30,30,F,F,F,No,No,Yes,NA,NA,10,NA,0,2,1.5,1,2.1,1.2,1,No,No,No,, ,,
1847,1995,50.903,-1.005,2,1995,NA,1995,2,30,F,F,F,No,Yes,Yes,NA,NA,10,NA,1,5.4,3.6,0.75,NA,NA,NA,No,Yes,Yes,, ,,
1848,1995,51.651,-0.486,6,1995,7,1995,28,15,F,F,F,Yes,Yes,No,NA,NA,10,NA,0,1.8,1.8,0.75,NA,NA,NA,No,No,Yes,, ,,
1849,1995,51.625,-0.018,8,1995,9,1995,2,5,F,F,F,No,No,Yes,NA,NA,3,NA,1,3.15,1.8,0.6,NA,NA,NA,Yes,No,No,'Drought aid' used just before frogs died, ,,
1850,1995,51.125,0.258,3,1995,4,1995,4,30,F,F,F,No,No,Yes,NA,NA,5,NA,1,1.8,1.35,0.6,NA,NA,NA,No,No,No,, ,,
1851,1995,51.395,-0.266,1,1995,NA,1995,30,30,F,F,F,No,No,Yes,NA,NA,20,NA,1,2.1,1.2,0.45,NA,NA,NA,Yes,Yes,Yes,, ,,
1852,1995,50.901,-1.007,6,1995,NA,1995,15,15,T,T,F,No,Yes,Yes,Fish,1,2,NA,1,2.4,1.2,0.45,NA,NA,NA,No,Yes,Yes,"1 fish died during frog mortality, 2 before", ,,
1853,1995,50.754,-1.289,8,1995,NA,1995,6,15,F,F,F,Yes,No,Yes,NA,NA,10,NA,0,3.6,1.8,0.75,NA,NA,NA,No,No,No,, ,,
1854,1995,51.764,-1.206,1,1995,NA,1995,5,450,T,F,F,No,No,Yes,NA,NA,NA,NA,0,3,1,1,NA,NA,NA,No,Yes,Yes,, ,,
1855,1995,52.067,1.24,7,1995,NA,1995,12,101,F,F,T,Yes,No,Yes,Fish,4,NA,NA,0,2.7,1.8,0.75,NA,NA,NA,No,No,Yes,, Fish had holes at the mouth like an open ulcer. Became lethargic a couple of days before dying.,,
1856,1995,51.083,1.032,6,1995,NA,1995,15,15,F,T,F,Yes,Yes,Yes,NA,NA,20,NA,0,3.6,1.5,0.75,NA,NA,NA,No,No,No,, ,,
1857,1995,51.361,-0.166,5,1995,NA,1995,7,30,F,F,F,No,Yes,Yes,Newt,4,5,NA,1,3,1.5,0.75,NA,NA,NA,No,Yes,Yes,, ,,
1858,1995,52.214,1.489,4,1995,NA,1995,2,30,F,T,F,No,No,No,NA,NA,2,NA,1,2.7,1.8,0.6,NA,NA,NA,No,Yes,Yes,, ,,
1859,1995,50.733,-1.966,7,1995,NA,1995,6,30,F,F,F,No,No,No,NA,NA,3,NA,1,2.4,1.5,0.45,NA,NA,NA,No,No,No,, ,,
1860,1995,51.307,-0.132,7,1995,NA,1995,5,30,F,F,F,Yes,Yes,Yes,Bird,1,10,NA,1,1.2,1.2,0.75,1.8,1.2,0.45,No,Yes,Yes,, ,,
1861,1995,50.92,-1.375,9,1995,NA,1995,40,81,T,F,F,No,No,Yes,NA,NA,30,NA,1,1.8,1.2,0.6,NA,NA,NA,No,No,No,, ,,
1862,1995,51.106,-0.187,6,1995,NA,1995,4,15,F,T,F,No,Yes,Yes,NA,NA,1,NA,1,1.5,1.2,0.6,NA,NA,NA,No,No,No,, ,,
1863,1995,50.927,-1.382,6,1995,NA,1995,20,50,F,F,F,No,No,Yes,NA,NA,10,NA,1,2.4,2.1,0.45,3.6,1.8,0.9,No,No,Yes,Fish in pond 2 only, ,,
1864,1995,51.59,0.607,7,1995,NA,1995,10,15,F,F,F,No,Yes,Yes,NA,NA,10,NA,0,1.8,1.8,1,NA,NA,NA,No,No,No,, ,,
1865,1995,50.916,-1.002,3,1995,NA,1995,14,5,F,F,F,No,No,Yes,NA,NA,2,NA,0,1.8,1.5,0.9,NA,NA,NA,No,No,No,, ,,
1866,1995,51.348,-0.505,5,1995,NA,1995,10,30,T,F,F,No,No,Yes,NA,NA,3,NA,1,1.8,0.9,0.6,NA,NA,NA,No,Yes,Yes,, ,,
1867,1995,51.372,-0.303,8,1995,NA,1995,20,30,F,F,F,Yes,No,Yes,NA,NA,10,NA,1,1.5,0.75,0.45,1.2,0.9,0.45,No,No,No,, ,,
1868,1995,52.421,-1.782,3,1995,7,1995,12,NA,F,F,T,Yes,Yes,Yes,NA,NA,8,NA,1,2.4,1.5,0.45,NA,NA,NA,No,No,No,Pond relined 1.5ya, ,,
1869,1995,51.144,0.897,7,1995,NA,1995,8,5,F,T,F,No,No,No,NA,NA,10,NA,1,3.5,2,1.75,NA,NA,NA,No,No,No,, ,,
1870,1995,51.522,0.442,7,1995,NA,1995,30,30,T,F,F,Yes,No,Yes,NA,NA,10,NA,1,2.4,1.2,0.75,NA,NA,NA,No,Yes,Yes,, ,,
1871,1995,51.303,0.514,3,1995,NA,1995,1,15,F,F,F,No,No,Yes,NA,NA,10,NA,1,2.4,1.2,0.45,NA,NA,NA,No,No,No,, ,,
1872,1995,51.769,-0.017,9,1995,NA,1995,2,NA,F,F,F,No,No,No,NA,NA,NA,NA,1,1.5,1.2,0.6,NA,NA,NA,No,No,No,, ,,
1873,1995,51.219,1.388,6,1995,NA,1995,19,200,F,T,F,No,No,Yes,Fish,1,80,NA,1,5.4,1.5,1.2,NA,NA,NA,No,No,No,,"visited 29/07/95 - 3/4 had obvious external symptoms, also found 4 live adults with symptoms. Also found a metamorph with possible haemorrhaging under skin on dorsolateral folds.",,
1874,1995,51.443,0.202,8,1995,NA,1995,24,81,F,F,F,No,No,No,NA,NA,2,NA,1,1.8,1.2,1.2,NA,NA,NA,No,No,No,, ,,
1875,1995,51.2,0.279,2,1995,NA,1995,40,101,F,F,F,No,No,No,NA,NA,NA,4,1,0.9,0.9,0.2,NA,NA,NA,No,No,No,, ,,
1876,1995,51.366,-0.139,7,1995,NA,1995,30,100,T,F,F,Yes,Yes,Yes,NA,NA,10,NA,1,3.6,2.4,0.6,NA,NA,NA,No,No,No,, ,,
1877,1995,51.087,1.037,8,1995,NA,1995,4,15,F,F,F,No,Yes,Yes,NA,NA,NA,NA,0,2.4,1.8,0.75,NA,NA,NA,Yes,No,No,, ,,
1878,1995,53.916,-1.705,7,1995,NA,1995,1,5,F,F,F,No,No,Yes,NA,NA,10,NA,1,2.1,0.9,0.9,NA,NA,NA,No,No,No,, ,,
1879,1995,51.359,1.314,3,1995,NA,1995,1,15,T,T,F,Yes,Yes,Yes,NA,NA,NA,NA,0,2,1,0.75,NA,NA,NA,No,No,No,, ,,
1880,1995,50.864,-1.185,5,1995,NA,1995,8,30,F,T,F,Yes,Yes,Yes,NA,NA,20,NA,1,2.25,1.5,0.75,NA,NA,NA,No,No,No,, ,,
1881,1995,51.308,-0.553,8,1995,NA,1995,1,15,F,F,F,No,No,No,NA,NA,40,NA,1,1.8,1.8,0.6,NA,NA,NA,No,No,No,, ,,
1882,1995,50.891,-1.042,7,1995,NA,1995,18,5,F,F,F,Yes,No,Yes,NA,NA,10,NA,1,3.6,2.1,0.9,NA,NA,NA,No,No,No,, ,,
1883,1995,51.487,-0.273,6,1995,NA,1995,5,5,F,F,F,No,No,Yes,NA,NA,10,NA,1,3,1.5,1,NA,NA,NA,Yes,No,No,Pond relined 1995, ,,
1884,1995,50.852,-1.193,7,1995,NA,1995,8,50,F,T,F,No,Yes,Yes,NA,NA,7,NA,1,1.8,1.2,0.45,NA,NA,NA,No,No,No,, ,,
1885,1995,50.847,-1.039,7,1995,NA,1995,3,5,F,F,F,No,Yes,Yes,NA,NA,10,NA,1,3,1.5,0.75,1.5,1.5,0.6,No,Yes,No,, ,,
1886,1995,50.931,-1.375,7,1995,NA,1995,6,5,F,F,F,No,No,Yes,NA,NA,20,NA,1,1.8,1.5,0.9,NA,NA,NA,Yes,No,No,, ,,
1887,1995,51.452,-2.504,2,1995,3,1995,3,30,F,F,F,No,No,Yes,NA,NA,10,NA,0,2.1,0.9,0.45,NA,NA,NA,No,Yes,No,, ,,
1888,1995,51.343,0.57,9,1995,NA,1995,5,NA,F,F,F,No,No,No,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,No,No,Yes,Have no pond, ,,
1889,1995,50.751,-1.872,6,1995,NA,1995,6,15,F,F,F,No,No,Yes,NA,NA,10,NA,1,1.2,1.2,0.3,NA,NA,NA,No,Yes,No,, ,,
1890,1995,51.765,-0.319,8,1995,NA,1995,20,30,F,F,F,No,Yes,No,NA,NA,10,NA,1,2.4,2.1,0.45,NA,NA,NA,No,No,No,, ,,
1891,1995,51.14,0.894,6,1995,NA,1995,50,70,F,F,F,Yes,Yes,Yes,NA,NA,10,NA,1,2.4,1.8,0.9,NA,NA,NA,No,No,Yes,, ,,
1892,1995,51.319,0.116,7,1995,NA,1995,7,15,F,F,F,Yes,Yes,Yes,NA,NA,20,NA,0,2.4,2.4,0.75,NA,NA,NA,No,No,No,, ,,
1893,1995,51.207,0.262,6,1995,NA,1995,51,50,F,F,F,No,Yes,Yes,NA,NA,20,NA,0,2.4,1.8,0.3,NA,NA,NA,No,No,No,, ,,
1894,1995,51.287,-0.355,6,1995,NA,1995,1,5,F,T,F,No,Yes,Yes,NA,NA,3,NA,1,1.2,0.6,0.9,NA,NA,NA,No,No,No,1 sick newt and 1 sick frog with a red mouth. Also has 2 healthy bats flying about, ,,
1895,1995,51.141,0.894,5,1995,NA,1995,30,101,F,T,T,No,No,No,NA,NA,30,NA,1,1.8,0.9,0.6,1.8,0.9,0.6,No,No,No,, ,,
1896,1995,50.893,-1.011,8,1995,NA,1995,3,15,F,F,F,No,Yes,Yes,NA,NA,NA,NA,1,2.7,2.7,0.9,NA,NA,NA,No,Yes,No,, ,,
1897,1995,51.475,-2.738,4,1995,NA,1995,3,30,F,F,F,No,No,Yes,NA,NA,16,NA,1,6,6,1.2,NA,NA,NA,No,No,No,, ,,
1898,1995,51.398,0.095,7,1995,NA,1995,4,5,F,F,F,No,No,No,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,No,No,No,Has no pond, ,,
1899,1995,51.181,-3.448,8,1995,NA,1995,5,30,F,F,F,Yes,No,Yes,NA,NA,10,NA,0,4.5,2.7,1.2,NA,NA,NA,No,Yes,No,Deaths maybe due to predator?, ,,
1900,1995,51.308,-0.03,6,1995,NA,1995,150,201,F,F,F,No,No,Yes,NA,NA,40,NA,1,1.8,1,1.2,1.2,0.75,0.75,Yes,No,No,"In addition to >100 adults, 50 young frogs dies", ,,
1901,1995,50.9,-1.012,6,1995,NA,1995,15,15,F,T,T,No,No,Yes,NA,NA,10,NA,1,3,1.5,0.9,NA,NA,NA,No,No,No,, ,,
1902,1995,51.248,-0.537,2,1995,NA,1995,2,15,T,T,F,Yes,Yes,Yes,NA,NA,20,NA,1,2.4,1.8,1.2,NA,NA,NA,No,No,No,Moved in late '94, ,,
1903,1995,51.445,0.148,7,1995,NA,1995,15,70,F,F,F,No,Yes,No,Newt,1,NA,NA,0,1.8,0.9,0.75,NA,NA,NA,No,No,No,, ,,
1904,1995,51.47,0.026,5,1995,NA,1995,2,101,F,T,F,Yes,No,Yes,NA,NA,10,NA,1,2.4,2.4,1.2,2.4,2.4,0.9,No,No,No,, ,,
1905,1995,51.123,-0.002,7,1995,9,1995,30,NA,T,F,F,No,Yes,Yes,Blue tit (nestling),1,NA,NA,1,2,2,0.75,NA,NA,NA,No,Yes,No,New pond, ,,
1906,1995,50.857,-0.966,7,1995,NA,1995,30,15,F,F,F,No,Yes,No,NA,NA,10,NA,1,6.3,4.2,0.75,NA,NA,NA,No,No,No,, ,,
1907,1995,51.443,0.191,8,1995,NA,1995,35,30,F,F,F,No,Yes,Yes,NA,NA,4,NA,1,1.8,1.2,0.45,NA,NA,NA,No,No,No,, ,,
1908,1995,51.145,0.897,7,1995,NA,1995,11,5,T,F,F,No,No,Yes,NA,NA,10,NA,1,3,0.9,0.6,NA,NA,NA,No,No,No,, ,,
1909,1995,53.689,-1.607,4,1995,NA,1995,1,50,F,F,F,Yes,Yes,Yes,NA,NA,20,NA,1,3,2.4,0.9,NA,NA,NA,No,No,No,, ,,
1910,1995,55.532,-5.137,4,1995,NA,1995,501,NA,F,F,F,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,"Middle of Forestry Commission spruce trees, all fish ok, not much vegetation.", ,,
1911,1995,51.11,-0.217,8,1995,NA,1995,100,70,T,F,F,No,No,No,NA,NA,7,NA,1,3.9,1.5,0.6,NA,NA,NA,No,Yes,No,, ,,
1912,1995,51.16,0.256,5,1995,NA,1995,3,50,F,T,T,Yes,Yes,Yes,NA,NA,10,NA,1,3.6,3.6,0.6,1.8,1.2,0.3,No,No,Yes,Spawn failed in '94., ,,
1913,1995,51.391,0.105,10,1995,NA,1995,3,30,F,F,F,No,No,No,NA,NA,10,NA,1,4,2,0.8,1,1,0.5,No,No,No,, ,Discrepancy between postcode and county,
1914,1995,53.366,-2.922,7,1995,NA,1995,1,15,F,F,F,No,No,No,NA,NA,6,NA,1,1.2,0.6,0.6,NA,NA,NA,No,No,No,, ,,
1915,1995,50.868,-1.045,8,1995,NA,1995,1,15,F,F,F,No,Yes,Yes,NA,NA,20,NA,1,0.9,0.6,0.6,0.6,0.6,0.6,No,No,No,, ,,
1916,1995,51.595,-0.168,7,1995,NA,1995,10,NA,T,F,T,No,No,No,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,No,No,No,Lots of snails,"Limbs deformed, died sitting up, red around mouth ",,
1917,1995,51.552,0.635,8,1995,NA,1995,24,NA,F,F,F,No,No,No,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,No,No,No,"No pond. 2 addresses - one daughters, not sure which is the site of mortality?", ,,
1918,1995,51.321,-0.217,5,1995,NA,1995,12,15,F,T,F,Yes,Yes,No,NA,NA,10,NA,1,1.5,0.9,0.15,NA,NA,NA,No,No,No,, ,,
1919,1995,50.873,-1.035,5,1995,6,1995,12,50,F,T,F,No,No,No,NA,NA,6,NA,1,0.6,0.6,0.6,NA,NA,NA,No,Yes,No,, ,,
1920,1995,50.729,-1.972,1,1995,NA,1995,2,101,T,F,F,Yes,Yes,Yes,Toad,5,50,NA,1,3,1.5,1.2,NA,NA,NA,No,No,No,Toads were bloated, ,,
1921,1995,51.57,0.578,7,1995,NA,1995,40,15,F,F,F,Yes,Yes,No,NA,NA,10,NA,0,1.5,1.2,0.9,NA,NA,NA,No,No,No,, 20 adults and 20 froglets died,,
1922,1995,51.382,-0.411,8,1995,NA,1995,1,15,F,F,F,No,No,No,NA,NA,10,NA,1,3,2.7,0.9,NA,NA,NA,No,No,No,, ,,
1923,1995,51.142,0.901,6,1995,NA,1995,4,5,F,F,F,No,No,No,NA,NA,10,NA,1,1.2,1,0.75,NA,NA,NA,No,No,No,, ,,
1924,1995,51.14,0.856,7,1995,NA,1995,7,30,T,F,F,No,Yes,Yes,Koi,1,10,NA,1,1.5,0.6,0.6,NA,NA,NA,No,No,No,Koi died 21/07/95. Also lost 3 froglets, ,,
1925,1995,50.845,-1.034,7,1995,NA,1995,5,30,F,F,F,Yes,No,Yes,NA,NA,15,NA,1,4.2,2.4,0.15,NA,NA,NA,Yes,No,No,, ,,
1926,1995,51.371,-0.801,7,1995,NA,1995,2,5,F,F,F,No,No,No,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,No,Yes,No,No pond, ,,
1927,1995,51.402,-0.356,4,1995,NA,1995,1,5,F,F,F,No,No,Yes,NA,NA,2,NA,1,1.8,1.2,0.9,NA,NA,NA,No,No,No,, ,,
1928,1995,50.915,-2.566,10,1995,NA,1995,1,15,F,F,F,No,Yes,Yes,NA,NA,2,NA,0,1.8,0.75,0.45,NA,NA,NA,No,No,No,, ,,
1929,1995,50.911,-1.361,6,1995,NA,1995,30,30,F,F,F,Yes,Yes,No,Newt,2,10,NA,1,3,3,0.9,NA,NA,NA,No,No,No,, ,,
1930,1995,52.057,-2.692,4,1995,NA,1995,2,30,T,F,F,No,Yes,No,NA,NA,10,NA,1,1.8,1.2,0.6,NA,NA,NA,No,No,No,, ,,
1931,1995,51.726,-0.027,11,1995,NA,1995,8,30,F,F,F,Yes,No,Yes,NA,NA,10,NA,1,3.6,1.5,0.9,NA,NA,NA,No,No,No,, ,,
1932,1995,50.853,-1.007,6,1995,NA,1995,25,50,F,F,F,No,No,Yes,NA,NA,20,NA,1,1.8,1.8,0.6,NA,NA,NA,No,Yes,No,Relined 3ya, ,,
1933,1995,50.939,-0.998,7,1995,NA,1995,1,5,F,F,F,Yes,Yes,Yes,NA,NA,NA,NA,0,1.8,1.2,0.75,NA,NA,NA,No,No,No,, ,,
1934,1995,50.837,-0.233,7,1995,NA,1995,10,5,F,F,F,No,Yes,Yes,NA,NA,NA,NA,1,5.25,2.55,1,NA,NA,NA,Yes,No,No,, ,,
1935,1995,51.387,0.103,10,1995,NA,1995,4,30,F,F,T,No,No,No,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,No,No,No,No pond, ,,
1936,1995,51.268,1.055,4,1995,NA,1995,2,30,F,F,F,Yes,No,Yes,NA,NA,20,NA,1,3,1.8,0.6,NA,NA,NA,No,No,No,, ,,
1937,1995,51.364,1.421,3,1995,NA,1995,1,30,F,T,F,No,Yes,No,NA,NA,30,NA,0,2,1,1.5,NA,NA,NA,No,No,No,, ,,
1938,1995,51.366,-0.189,3,1995,NA,1995,1,15,F,T,T,No,No,No,NA,NA,NA,NA,1,0.75,0.45,0.15,NA,NA,NA,No,No,No,, ,,
1939,1995,51.329,-0.361,2,1995,NA,1995,20,15,F,F,F,Yes,Yes,Yes,NA,NA,10,NA,0,6,3,0.9,6,3,0.9,No,Yes,No,, ,,
1940,1995,50.896,-1.019,7,1995,NA,1995,6,5,F,F,F,No,Yes,Yes,NA,NA,5,NA,1,3,1.5,0.75,NA,NA,NA,Yes,Yes,Yes,, ,,
1941,1995,51.145,0.907,8,1995,NA,1995,40,15,F,F,F,No,No,No,NA,NA,10,NA,0,3,1.8,0.9,NA,NA,NA,No,No,No,, ,,
